TEXTO,CARRERA,LABEL
interesar negocio finanza,ADMINISTRACIÓN,7
gustar aprender gestionar empresa ético,ADMINISTRACIÓN,7
investigar software bim planificación integrado proyecto arquitectónico,ARQUITECTURA,6
fascina enviar información país cuestión segundo,TELECOMUNICACIONES,16
desarrollo solución innovadora automatizar proceso industrial,INDUSTRIAL,0
apasionar derecho comparado estudio sistema jurídico internacional,DERECHO,11
preocupar equilibrio trabajo vida personal empresa,RELACIONES INDUSTRIALES,12
querer metodología lean bim,ARQUITECTURA,6
participar investigación evaluar eficacia terapia cognitivoconductual depresión,PSICOLOGÍA,2
apasionar psicología infantil desarrollo prueba psicométrica,PSICOLOGÍA,2
comprender sociedad impulsar mejora real,SOCIOLOGÍA,1
interesado arquitectura sostenible,ARQUITECTURA,6
gustar contribuir gestión cambio empresa aplicación estrategia sostenible,ADMINISTRACIÓN,7
desarrollo modelo económico integrar variable macroeconómico prever ciclo negocio,ECONOMÍA,5
atraer desafío diseñar estructura seguro,CIVIL,9
ingeniería civil mejorar vida persona,CIVIL,9
analizo corriente filosófico moderno desafir fundamento moralidad tradicional,FILOSOFÍA,13
disfrutar análisis literario crítica textual trabajo teoría literario,LETRAS,10
explorar potencial computación cuántico,INFORMÁTICA,15
trabajo diseño análisis proceso buscar optimización integral producción,INDUSTRIAL,0
investigar impacto innovación administración utilizar análisis dato identificar oportunidad mejora,ADMINISTRACIÓN,7
fascinar tecnología mejorar vida,INFORMÁTICA,15
interesado comercio internacional logística global software gestión,ADMINISTRACIÓN,7
proyecto educación inclusivo adaptar recurso diverso necesidad estudiante,EDUCACIÓN,14
economía herramienta social,ECONOMÍA,5
cultura arte importante,LETRAS,10
interesado enseñanza lengua literatura,LETRAS,10
querer estudiar impacto red social relación humano,SOCIOLOGÍA,1
querer desarrollar material educativo innovador,EDUCACIÓN,14
exploro automatización digitalización transformar operación industrial,INDUSTRIAL,0
exploración método construcción sostenible reducir mínimo impacto ambiental proyecto civil,CIVIL,9
disfruto estudiar psicología social dinámico grupo investigación interesar psicología ambiental ecológico querer trabajar intervención comunitario,PSICOLOGÍA,2
interesar sociología tecnología innovación,SOCIOLOGÍA,1
querer participar desarrollo tecnología emergente,INFORMÁTICA,15
simulación modelado matemático resolver desafío producción,INDUSTRIAL,0
interesado aprender identificar ineficiencia proponer mejora gestión financiero,CONTADURÍA,4
interesar filosofía comparado estudio tradición milenaria ampliar visión mundo,FILOSOFÍA,13
encantar discutir tema profundo existencialesleo filosofíame interesar lógica teoría conocimientoquiero entender naturaleza realidad,FILOSOFÍA,13
gustar trabajar niño,EDUCACIÓN,14
interesar optimizar proceso interacción empleador empleadosimplementar estrategia mediación capacitación fortalecer ambiente laboral,RELACIONES INDUSTRIALES,12
querer contribuir modernización reforma sistema judicial propuesta innovadora,DERECHO,11
encantar cuestionar reflexionar naturaleza realidad,FILOSOFÍA,13
exploro influencia corriente filosófico tendencia cultural contemporáneo,FILOSOFÍA,13
sentir camino servir fe,TEOLOGÍA,8
líder organizacional combinar innovación tecnológico análisis dato gestión equipo mejorar rendimiento,ADMINISTRACIÓN,7
espacio diseñado afectar gente positivo,ARQUITECTURA,6
apasionar fibra óptico red gpon equipo medición especializado,TELECOMUNICACIONES,16
querer investigar movimiento social,SOCIOLOGÍA,1
utilizar método internacional estudio política auditoría mejorar eficiencia proceso contable,CONTADURÍA,4
disfrutar organizar taller capacitación,RELACIONES INDUSTRIALES,12
disfruto investigar reportar tema actualidad,COMUNICACIÓN SOCIAL,3
estudio metodología gestión estratégico fortalecer toma decisión,ADMINISTRACIÓN,7
gustar mediación búsqueda solución,RELACIONES INDUSTRIALES,12
apasionar emprendimiento social desarrollo proyecto impacto interesar economía circular sostenible querer crear empresa propósito,ADMINISTRACIÓN,7
mundo merecer educación,EDUCACIÓN,14
apasionar entender sistema económico justo,ECONOMÍA,5
apasionar estudiar ciclo económico efecto,ECONOMÍA,5
explorar diseño paramétrico generar forma arquitectónico único original,ARQUITECTURA,6
interesar relación diseño función,ARQUITECTURA,6
sueño participar avance tecnología comunicación,TELECOMUNICACIONES,16
interesar formar norma social,SOCIOLOGÍA,1
apasionar ingeniería estructural disfruto plasmar diseño detallado cálculo preciso bim construir obra duradero,CIVIL,9
gustar diseñar espacio tiempo libre usar sketchup hacer renders interesar arquitectura sostenible diseño bioclimático querer crear edificio mejorar vida persona,ARQUITECTURA,6
curiosidad tecnología inventar,TELECOMUNICACIONES,16
interesar economía laboral capital humano,ECONOMÍA,5
sentir conexión construcción diseño,CIVIL,9
apasionar marketing digital growth hacking analytics crm,ADMINISTRACIÓN,7
sistema fabricación magro interesar,INDUSTRIAL,0
querer explorar impacto globalización mercado local utilizar análisis estadístico modelo econométrico,ECONOMÍA,5
solución justo conflicto laboral modelo negociación mediación,RELACIONES INDUSTRIALES,12
apasionar desarrollo infantil aprendizaje trabajo niño actividad extraescolar interesar neuroeducación metodología activo querer transformar educación,EDUCACIÓN,14
disfrutar configurar red servidor participo comunidad networking interesar ciberseguridad red privado querer diseñar infraestructura telecomunicación seguro,TELECOMUNICACIONES,16
querer dedicar vida ayudar espiritualmente,TEOLOGÍA,8
participo proyecto educación inclusivo adaptar recurso diverso necesidad estudiantil,EDUCACIÓN,14
mantener valor cultural edificio histórico investigar,ARQUITECTURA,6
interesar evolución filosofía,FILOSOFÍA,13
apasionar idea conectar gente importar distancia,TELECOMUNICACIONES,16
querer ayudar gente desarrollar potencial psicología positivo meditación neurociencia cognitivo,PSICOLOGÍA,2
tendencia tecnología software,INFORMÁTICA,15
interesar cuestión ético moral filosofía político social querer contribuir pensamiento filosófico contemporáneo,FILOSOFÍA,13
disfrutar macroeconomía política monetario trabajo modelo dsge,ECONOMÍA,5
gustar número análisis financiero mantener cuenta familiar interesado contabilidad auditoría querer trabajar consultoría financiero,CONTADURÍA,4
querer desarrollar arquitectura modular prefabricado bim metodología lean,ARQUITECTURA,6
apasionar entender sistema económico justo,ECONOMÍA,5
gustar liderar proyecto organizar evento participo emprendimiento estudiantil interesar marketing gestión empresarial querer crear empresa,ADMINISTRACIÓN,7
disfruto leer teoría psicológico,PSICOLOGÍA,2
leer filosofía lógico teoría conocimiento entender realidad,FILOSOFÍA,13
estudiar él intersección política económico desarrollo social,ECONOMÍA,5
estudio dinámica grupo entender formación,PSICOLOGÍA,2
apasionar investigar movimiento social dinámica participación ciudadano entorno urbano,SOCIOLOGÍA,1
gustar entender apoyar persona trastorno,PSICOLOGÍA,2
fascinar diseño instruccional tecnología educativo usar lms herramienta aprendizaje electrónico,EDUCACIÓN,14
interesar inteligencia artificial potencial,INFORMÁTICA,15
interesado economía colaborativo circular economía digital,ECONOMÍA,5
interesado intersección neurociencia psicología cognitivo,PSICOLOGÍA,2
especializar planificación fiscal auditoría forense utilizar técnica riguroso detectar prevenir inconsistencia financiero,CONTADURÍA,4
estudiante teología investigo relación fe cultura ciencia incorporar enseñanza ancestral perspectiva contemporáneo enriquecer pensamiento espiritual,TEOLOGÍA,8
querer investigar mística espiritualidad contemporáneo trabajo fenomenología religioso,TEOLOGÍA,8
gustar experimentar equipo electrónico señal,TELECOMUNICACIONES,16
querer analizar estructura social proceso cambio forma comunidad,SOCIOLOGÍA,1
querer transformar educación tecnología apasionar tecnología educativo,EDUCACIÓN,14
gustar teología feminista estudio género,TEOLOGÍA,8
gustar trabajar entorno competitivo,ADMINISTRACIÓN,7
querer contribuir construir infraestructura seguro,CIVIL,9
gustar estudiar modelo negocio innovador querer liderar innovación empresarial,ADMINISTRACIÓN,7
kali linux pentesting tools utilizar hacking ético,INFORMÁTICA,15
analico concepto ética moralidad entender fundamento comportamiento humano sociedad,FILOSOFÍA,13
querer especializar yo arbitraje internacional trabajar derecho mercantil,DERECHO,11
querer encontrar solución tecnológico problema social,INFORMÁTICA,15
gustar explorar estrategia terapéutico basado investigación empírico promover resiliencia emocional,PSICOLOGÍA,2
desarrollo competencia gestión basado estudio caso éxito mundo empresarial,ADMINISTRACIÓN,7
investigo método pedagógico innovador fomentar autoaprendizaje participar proyecto educación inclusivo digital,EDUCACIÓN,14
dedicar creación análisis literario apasionar letra exploro género esti él enriquecer crítica narrativo textual,LETRAS,10
estudio dinámica grupo entender formación identidad social,PSICOLOGÍA,2
interesar tecnología blockchain aplicación contable,CONTADURÍA,4
interesar psicología infantil trabajo niño autismo interesar terapia juego arte terapio querer especializar yo desarrollo infantil,PSICOLOGÍA,2
inspirar crear diseño integrar eficiencia energético espacio verde tecnología digital transformar paisaje urbano,ARQUITECTURA,6
disfruto compartir reflexión enseñanza comunidad,TEOLOGÍA,8
apasionar tecnología desarrollo web blog experimento htmlcss interesar ciberseguridad ethical hacking querer crear solución tecnológico innovadora,INFORMÁTICA,15
explorar posibilidad computación cuántico,INFORMÁTICA,15
interesado intersección ley tecnología analizar digitalización transformar regulación legal,DERECHO,11
discusión esencia existencia,FILOSOFÍA,13
explorar impacto tecnología concepto moral existencial,FILOSOFÍA,13
estudiar narrativa visual construcción identidad cultural,COMUNICACIÓN SOCIAL,3
interesar sociología urbano digital querer investigar fenómeno social contemporáneo,SOCIOLOGÍA,1
fascinar auditoría forense detección fraude técnico investigación,CONTADURÍA,4
apasionar convergencia ingeniería diseño urbano desarrollar propuesta integrar funcionalidad estético sostenibilidad espacio público,CIVIL,9
interesar ingeniería sísmico proteger edificio,CIVIL,9
querer ayudar persona pensar mundo,FILOSOFÍA,13
ordenar finanza ayudo negocio familiar interesado impuesto norma contabilidad querer especializar él contabilidad internacional,CONTADURÍA,4
experimento exploración cerebral utilizar investigar neurociencia comportamiento,PSICOLOGÍA,2
gustar programar aprender idioma querer especializar yo inteligencia artificial,INFORMÁTICA,15
fascinar documental interactivo producir podcasts tema social interesar comunicación cambio social querer medio impacto social,COMUNICACIÓN SOCIAL,3
gustar analizar obra género obtener significado profundo,LETRAS,10
desarrollar simulación mejorar transmisión dato entorno alto interferencia,TELECOMUNICACIONES,16
sueño participar avance tecnología comunicación,TELECOMUNICACIONES,16
investigar técnica promover bienestar emocional,PSICOLOGÍA,2
gustar contribuir mundo literario obra,LETRAS,10
interesar periodismo investigación factchecking herramienta verificación,COMUNICACIÓN SOCIAL,3
querer medio educar informar objetivamente,COMUNICACIÓN SOCIAL,3
participo diseño antena sistema radiofrecuencia mejorar cobertura red,TELECOMUNICACIONES,16
precisión contabilidad importante,CONTADURÍA,4
llegar persona querer trabajar radio podcast,COMUNICACIÓN SOCIAL,3
promoción participación activo bienestar organización promover estudio recurso humano,RELACIONES INDUSTRIALES,12
trabajo narrativa transmedia contenido marca,COMUNICACIÓN SOCIAL,3
necesitar habilidad liderazgo comunicación dirigir equipo eficaz,ADMINISTRACIÓN,7
querer terapeuta voluntario centro comunitario entender comportamiento humano,PSICOLOGÍA,2
querer diseñar edificio inspirar funcional,ARQUITECTURA,6
aprendizaje automático aplicar desarrollo proyecto optimización vehicular,INDUSTRIAL,0
querer editor ayudar publicar obra,LETRAS,10
gustar análisis financiero información corporativo trabajo consolidación,CONTADURÍA,4
desarrollo modelos simulación prever comportamiento infraestructura evento extremo,CIVIL,9
gustar mejorar internet zona remoto,TELECOMUNICACIONES,16
fascinar diseño camino pavimento,CIVIL,9
querer investigación académico literario,LETRAS,10
interesado tecnología educativo aplicación aula,EDUCACIÓN,14
gustar trabajar software modelado,ARQUITECTURA,6
arquitectura transformar comunidad,ARQUITECTURA,6
gustar proponer solución innovadora planificación urbano,ARQUITECTURA,6
utilizo simulación monte car él mejorar proceso industria manufacturero,INDUSTRIAL,0
investigar intersección derecho tecnología analizar tecnología digital desafiar regulación tradicional,DERECHO,11
